"OverallQual","Neighborhood","GarageCars","LandSlope","GrLivArea","WoodDeckSF","MSZoning","SaleType","BsmtUnfSF","YearRemodAdd","HouseStyle","BsmtQual","SalesPrice"
5,"NAmes",1.0,"Gtl",1363,324,"RL","WD",178.0,2000,"1Story","TA",164899.99999999994
7,"NridgHt",2.0,"Gtl",1368,132,"RL","New",1368.0,2006,"1Story","Gd",202664.99999999985
5,"NAmes",2.0,"Gtl",864,0,"RL","WD",169.0,1958,"1Story","TA",129899.99999999996
6,"Mitchel",2.0,"Gtl",1080,120,"RL","WD",748.0,1983,"1Story","TA",134000.00000000006
5,"Crawfor",1.0,"Gtl",789,0,"RL","WD",768.0,1950,"1.5Unf","TA",96499.99999999997
10,"NridgHt",3.0,"Gtl",2020,156,"RL","New",570.0,2009,"1Story","Ex",402860.9999999998
6,"NWAmes",2.0,"Gtl",2119,0,"RL","COD",689.0,1972,"SLvl","TA",158000.00000000012
7,"NoRidge",3.0,"Gtl",2344,220,"RL","WD",1264.0,1997,"2Story","Gd",264999.9999999999
6,"CollgCr",2.0,"Gtl",1796,0,"RL","WD",88.0,1998,"2Story","Gd",211000.00000000017
7,"Crawfor",1.0,"Gtl",2080,0,"RL","WD",1276.0,2004,"2Story","Gd",234000.0
4,"OldTown",0.0,"Gtl",1294,220,"RL","WD",0.0,2000,"2Story","_NA",106250.00000000009
6,"NAmes",1.0,"Gtl",1244,0,"RL","WD",467.0,1957,"1Story","TA",149999.99999999994
6,"BrkSide",2.0,"Gtl",1664,0,"RM","WD",605.0,1950,"1.5Fin","TA",158999.99999999997
7,"NoRidge",3.0,"Gtl",2398,239,"RL","WD",660.0,1997,"2Story","Gd",315750.0000000002
7,"Somerst",2.0,"Gtl",1266,38,"FV","WD",1257.0,2005,"1Story","Gd",176000.00000000006
5,"NAmes",1.0,"Gtl",928,261,"RL","WD",551.0,2000,"1Story","Gd",131999.99999999994
9,"NridgHt",3.0,"Gtl",2713,126,"RL","New",122.0,2008,"2Story","Ex",446261.0000000001
4,"Edwards",0.0,"Gtl",605,0,"RL","WD",180.0,2002,"1Story","TA",85999.99999999994
6,"Crawfor",2.0,"Gtl",2515,0,"RL","WD",816.0,1975,"1Story","TA",200623.99999999985
6,"Timber",2.0,"Gtl",1509,224,"RL","WD",678.0,1989,"SLvl","Gd",175000.00000000003
6,"BrkSide",2.0,"Gtl",1362,0,"RM","WD",611.0,1999,"2Story","Fa",128000.00000000004
5,"NAmes",1.0,"Gtl",827,0,"RL","WD",0.0,2007,"1Story","_NA",107500.00000000003
1,"BrkSide",0.0,"Mod",334,0,"RL","WD",0.0,1950,"1Story","_NA",39299.99999999998
8,"Gilbert",2.0,"Gtl",1414,100,"RL","WD",707.0,2004,"2Story","Ex",177999.99999999994
5,"Edwards",0.0,"Gtl",1347,85,"RL","WD",148.0,1991,"2Story","Gd",107500.00000000003
7,"CollgCr",2.0,"Gtl",1724,120,"RL","WD",880.0,1999,"2Story","Gd",188000.00000000012
4,"NAmes",2.0,"Gtl",864,216,"RL","COD",264.0,1972,"1Story","TA",111250.00000000004
5,"Sawyer",1.0,"Gtl",1159,466,"RL","WD",378.0,1968,"1Story","TA",158000.00000000012
8,"CollgCr",2.0,"Gtl",1601,180,"RL","WD",223.0,2002,"1Story","Gd",271999.9999999998
9,"Timber",3.0,"Gtl",1838,270,"RL","WD",578.0,2006,"1Story","Ex",314999.99999999994
8,"NoRidge",3.0,"Gtl",2285,0,"RL","WD",969.0,2000,"2Story","Gd",247999.9999999998
7,"NWAmes",2.0,"Gtl",1680,78,"RL","WD",379.0,1999,"1Story","Ex",213250.00000000015
7,"NAmes",1.0,"Gtl",767,120,"RH","WD",0.0,1998,"SFoyer","Gd",132999.99999999997
7,"Gilbert",2.0,"Gtl",1496,100,"RL","New",100.0,2006,"2Story","Gd",179665.00000000017
7,"NWAmes",3.0,"Gtl",2183,0,"RL","WD",0.0,1988,"1.5Fin","Gd",228999.99999999983
6,"BrkSide",2.0,"Gtl",1635,0,"RL","WD",765.0,1950,"1.5Fin","Gd",210000.0000000001
5,"Mitchel",2.0,"Gtl",768,104,"RL","WD",149.0,1970,"SFoyer","Gd",129499.99999999991
5,"OldTown",2.0,"Gtl",825,140,"RM","WD",0.0,1995,"1Story","TA",124999.99999999991
7,"Somerst",2.0,"Gtl",2094,182,"FV","WD",912.0,2004,"2Story","Gd",263000.00000000023
6,"NPkVill",2.0,"Gtl",1069,0,"RL","COD",510.0,1977,"1Story","Gd",139999.9999999999
5,"OldTown",1.0,"Gtl",928,0,"RM","WD",620.0,1957,"1Story","TA",112500.00000000006
8,"NridgHt",3.0,"Gtl",1717,169,"RL","WD",1709.0,2006,"1Story","Ex",255499.9999999999
4,"Edwards",2.0,"Gtl",1126,0,"RL","WD",0.0,2003,"1Story","_NA",108000.0
7,"NridgHt",3.0,"Gtl",2046,320,"RL","WD",132.0,2004,"2Story","Gd",284000.00000000023
5,"BrkSide",1.0,"Gtl",1048,0,"RM","WD",993.0,1950,"1.5Unf","TA",113000.0
5,"NAmes",1.0,"Gtl",1092,268,"RL","WD",197.0,1957,"1Story","TA",141000.0
4,"IDOTRR",1.0,"Mod",1336,0,"C (all)","COD",0.0,1950,"1.5Fin","TA",108000.0
7,"Gilbert",2.0,"Gtl",1446,264,"RL","WD",125.0,1997,"2Story","Gd",175000.00000000003
7,"Blmngtn",2.0,"Gtl",1557,143,"RL","WD",1374.0,2004,"1Story","Gd",234000.0
5,"Sawyer",2.0,"Gtl",1392,0,"RL","WD",90.0,1996,"1Story","Gd",121500.00000000004
5,"Mitchel",2.0,"Mod",1389,240,"RL","WD",195.0,1975,"1Story","Gd",170000.0
5,"Edwards",0.0,"Gtl",996,144,"RL","WD",706.0,1969,"1Story","TA",108000.0
6,"Edwards",2.0,"Gtl",1674,72,"RL","WD",1163.0,1950,"1.5Fin","Gd",185000.00000000006
7,"NoRidge",2.0,"Gtl",2295,0,"RL","WD",367.0,2000,"2Story","Gd",268000.0000000001
6,"SWISU",1.0,"Gtl",1647,0,"RL","WD",806.0,1950,"2Story","Gd",128000.00000000004
9,"StoneBr",3.0,"Gtl",2504,144,"RL","WD",1122.0,2007,"2Story","Gd",324999.9999999999
7,"NridgHt",2.0,"Gtl",1535,0,"RL","WD",1515.0,2004,"1Story","Gd",214000.00000000006
8,"SawyerW",2.0,"Mod",2132,349,"RL","WD",55.0,2009,"1.5Fin","Gd",316600.0000000002
5,"NAmes",2.0,"Gtl",943,42,"RL","WD",0.0,1979,"SFoyer","Gd",135959.99999999988
5,"NAmes",2.0,"Gtl",1728,0,"RL","WD",1497.0,1965,"1Story","TA",142599.99999999994
6,"NAmes",1.0,"Gtl",864,168,"RL","WD",450.0,1959,"1Story","TA",120000.00000000006
7,"Timber",2.0,"Gtl",1692,208,"RL","New",846.0,2009,"2Story","Ex",224500.00000000017
7,"Gilbert",2.0,"Gtl",1430,100,"RL","WD",384.0,2000,"SLvl","Gd",170000.0
5,"NAmes",1.0,"Gtl",1109,35,"RL","WD",23.0,2005,"SLvl","TA",138999.99999999994
5,"NAmes",1.0,"Gtl",1216,158,"RL","COD",390.0,1950,"1.5Fin","TA",118500.0
7,"SWISU",1.0,"Gtl",1477,0,"RL","WD",861.0,1950,"1.5Fin","TA",144999.99999999994
5,"Sawyer",2.0,"Gtl",1320,160,"RL","WD",285.0,1966,"SLvl","TA",164500.0000000001
7,"Somerst",2.0,"Gtl",1392,0,"FV","WD",689.0,2007,"2Story","Gd",145999.99999999994
5,"OldTown",1.0,"Gtl",1795,0,"RM","WD",1050.0,1954,"1.5Fin","TA",131500.0000000001
6,"NAmes",2.0,"Gtl",1429,216,"RL","WD",331.0,1987,"1Story","TA",181900.00000000003
8,"NridgHt",3.0,"Gtl",2042,0,"RL","New",2042.0,2009,"1Story","Ex",253293.0000000001
6,"Edwards",0.0,"Gtl",816,0,"RL","WD",0.0,1990,"SFoyer","Gd",118500.0
10,"OldTown",2.0,"Gtl",2775,105,"RM","WD",1237.0,2000,"2.5Unf","TA",324999.9999999999
4,"BrkSide",1.0,"Gtl",1573,0,"RM","WD",884.0,1995,"1.5Fin","TA",132999.99999999997
8,"Timber",3.0,"Gtl",2028,326,"RL","New",408.0,2006,"1Story","Ex",369899.9999999999
6,"BrkSide",1.0,"Gtl",838,0,"RL","WD",0.0,2000,"1Story","TA",130000.00000000006
5,"Sawyer",2.0,"Gtl",860,0,"RL","WD",168.0,1982,"SFoyer","TA",137000.00000000012
5,"ClearCr",1.0,"Sev",1473,0,"RL","WD",113.0,2003,"1Story","TA",142999.9999999999
5,"BrkSide",1.0,"Gtl",935,0,"RM","WD",742.0,1960,"1Story","TA",79499.99999999997
7,"CollgCr",2.0,"Gtl",1582,0,"RL","WD",280.0,2004,"2Story","Gd",185899.99999999994
10,"NridgHt",3.0,"Gtl",2296,382,"RL","ConLI",384.0,2008,"2Story","Ex",451949.9999999997
5,"Mitchel",2.0,"Gtl",816,0,"RL","WD",0.0,2003,"1Story","TA",137999.99999999988
6,"CollgCr",2.0,"Gtl",848,140,"RM","WD",163.0,2003,"1Story","Gd",139999.9999999999
5,"CollgCr",1.0,"Gtl",924,0,"RL","WD",924.0,1975,"1Story","Gd",109999.99999999991
8,"StoneBr",3.0,"Gtl",1826,180,"RL","New",392.0,2006,"1Story","Gd",319000.0000000001
6,"OldTown",1.0,"Gtl",1368,0,"RM","WD",684.0,1993,"2Story","TA",114504.00000000006
7,"Blmngtn",3.0,"Gtl",1402,120,"RL","New",1258.0,2007,"1Story","Ex",194200.99999999994
5,"Crawfor",2.0,"Gtl",1647,0,"RL","WD",0.0,1977,"1Story","Gd",217500.00000000015
6,"Blueste",2.0,"Gtl",1556,161,"RM","COD",23.0,1980,"2Story","Gd",151000.0000000001
8,"NridgHt",2.0,"Gtl",1904,179,"RL","WD",512.0,2005,"2Story","Gd",275000.00000000006
6,"IDOTRR",1.0,"Gtl",1375,0,"RM","WD",780.0,1950,"1.5Fin","TA",141000.0
8,"SawyerW",2.0,"Gtl",1915,120,"RL","WD",119.0,1992,"2Story","Gd",219999.99999999985
7,"Somerst",2.0,"Gtl",1200,0,"FV","WD",600.0,2005,"2Story","Gd",151000.0000000001
7,"CollgCr",2.0,"Gtl",1494,192,"RL","WD",572.0,2002,"1Story","Gd",221000.00000000006
7,"NAmes",2.0,"Gtl",1986,0,"RL","WD",314.0,1990,"2Story","TA",205000.0
5,"CollgCr",2.0,"Mod",1040,168,"RL","WD",308.0,1996,"1Story","Gd",151999.99999999997
5,"Edwards",1.0,"Mod",2008,103,"RL","WD",293.0,2002,"2Story","TA",225000.00000000015
8,"Crawfor",2.0,"Mod",3194,0,"RL","WD",537.0,1998,"2Story","Gd",359100.0000000002
4,"Sawyer",1.0,"Gtl",1029,64,"RL","WD",126.0,1961,"1Story","TA",118500.0
9,"CollgCr",3.0,"Gtl",2153,253,"RL","WD",536.0,2000,"2Story","Ex",313000.0000000001
6,"NWAmes",2.0,"Gtl",1032,0,"RL","WD",427.0,1978,"SLvl","Gd",147999.9999999999
8,"CollgCr",2.0,"Gtl",1872,160,"RL","WD",309.0,2001,"2Story","Gd",261500.00000000023
5,"Mitchel",0.0,"Gtl",1120,0,"RL","New",914.0,2007,"1Story","Gd",146999.9999999999
4,"MeadowV",0.0,"Gtl",630,96,"RM","WD",0.0,1972,"SFoyer","Gd",75500.00000000004
6,"NAmes",2.0,"Gtl",1054,120,"RL","WD",173.0,1963,"SFoyer","TA",137500.0
6,"Gilbert",2.0,"Gtl",1509,100,"RL","WD",326.0,2003,"2Story","Gd",183200.00000000003
6,"NAmes",2.0,"Mod",832,0,"RL","WD",832.0,1954,"1.5Unf","TA",105500.00000000007
9,"NridgHt",3.0,"Gtl",1828,0,"RL","New",1774.0,2007,"1Story","Ex",314813.00000000006
8,"Timber",3.0,"Gtl",2262,168,"RL","WD",611.0,2003,"2Story","Gd",305000.0
3,"Edwards",0.0,"Gtl",864,0,"RL","WD",823.0,1950,"1Story","TA",67000.00000000001
6,"NWAmes",2.0,"Gtl",2614,38,"RL","WD",384.0,1997,"2Story","TA",240000.00000000015
5,"Sawyer",2.0,"Gtl",980,192,"RL","WD",420.0,1977,"1Story","TA",135000.00000000012
6,"Somerst",2.0,"Gtl",1512,0,"FV","WD",336.0,2000,"2Story","Gd",168499.9999999999
6,"NWAmes",2.0,"Gtl",1790,148,"RL","WD",485.0,1972,"2Story","TA",165150.00000000006
6,"NAmes",2.0,"Gtl",1116,0,"RL","WD",1116.0,1962,"1Story","TA",159999.9999999999
5,"NAmes",1.0,"Gtl",1422,0,"RL","WD",978.0,1978,"1Story","TA",139900.00000000012
6,"NAmes",1.0,"Gtl",1520,0,"RL","WD",350.0,1972,"SLvl","TA",152999.99999999994
5,"NAmes",2.0,"Sev",2080,335,"RL","WD",390.0,1969,"2Story","Gd",135000.00000000012
6,"NAmes",2.0,"Gtl",1350,176,"RL","WD",288.0,1964,"SLvl","TA",168499.9999999999
5,"OldTown",1.0,"Gtl",1750,0,"RM","WD",636.0,1991,"2Story","Fa",124000.0000000001
8,"NridgHt",2.0,"Gtl",1554,156,"RL","WD",1530.0,2006,"1Story","Gd",209500.00000000006
7,"NWAmes",2.0,"Gtl",1411,192,"RL","WD",564.0,1977,"1Story","TA",82500.00000000003
5,"NAmes",1.0,"Gtl",1056,390,"RL","WD",108.0,2005,"1Story","TA",139400.00000000012
6,"OldTown",2.0,"Gtl",1056,264,"RL","WD",0.0,1980,"SFoyer","TA",144000.00000000012
6,"SWISU",0.0,"Gtl",3395,0,"RH","WD",1184.0,1995,"2.5Fin","TA",200000.00000000006
2,"BrkSide",0.0,"Gtl",800,0,"RM","ConLw",264.0,1950,"1Story","TA",60000.00000000002
5,"OldTown",1.0,"Gtl",1387,0,"RM","WD",811.0,1954,"1.5Fin","TA",93000.0
5,"Edwards",0.0,"Gtl",796,328,"RL","WD",796.0,1950,"1Story","Fa",85000.0
8,"Blmngtn",3.0,"Gtl",1567,312,"RL","New",366.0,2006,"1Story","Gd",264560.99999999977
8,"NridgHt",2.0,"Gtl",1518,185,"RL","WD",300.0,2004,"1Story","Ex",273999.99999999977
7,"Somerst",2.0,"Gtl",1929,0,"FV","WD",319.0,2001,"2Story","Gd",226000.00000000003
8,"NAmes",2.0,"Gtl",2704,269,"RL","WD",542.0,1995,"SLvl","Gd",345000.00000000006
5,"NWAmes",2.0,"Gtl",1620,208,"RL","WD",0.0,1969,"2Story","TA",151999.99999999997
9,"Somerst",3.0,"Gtl",1766,195,"FV","New",645.0,2009,"1Story","Ex",370877.9999999997
6,"NAmes",2.0,"Gtl",981,0,"RL","WD",664.0,1971,"1Story","TA",143250.00000000012
5,"NAmes",2.0,"Gtl",1048,0,"RL","WD",0.0,1950,"1Story","_NA",98300.00000000003
6,"Edwards",2.0,"Gtl",1094,0,"RL","WD",594.0,1953,"1Story","TA",155000.0
6,"NAmes",2.0,"Gtl",1839,0,"RL","WD",756.0,1966,"2Story","TA",155000.0
4,"MeadowV",0.0,"Gtl",630,0,"RM","WD",0.0,1970,"SFoyer","Gd",84500.00000000004
7,"Somerst",2.0,"Gtl",1665,0,"FV","WD",813.0,2007,"2Story","Gd",205950.00000000012
4,"Edwards",1.0,"Gtl",1510,120,"RL","WD",755.0,1950,"2Story","TA",108000.0
7,"CollgCr",2.0,"Gtl",1716,0,"RL","WD",880.0,1996,"2Story","Gd",190999.99999999994
6,"IDOTRR",1.0,"Gtl",1469,57,"RM","WD",756.0,1995,"1.5Fin","TA",135000.00000000012
8,"NoRidge",3.0,"Gtl",2113,236,"RL","WD",413.0,1995,"1Story","Gd",350000.0000000001
6,"BrDale",1.0,"Gtl",1092,0,"RM","WD",525.0,1971,"2Story","TA",88000.00000000001
5,"NAmes",1.0,"Gtl",1053,0,"RL","WD",247.0,2006,"1Story","TA",145500.00000000012
7,"Crawfor",1.0,"Mod",1502,0,"RL","WD",776.0,2000,"2Story","Gd",149000.00000000012
6,"NAmes",1.0,"Gtl",1458,192,"RL","WD",912.0,1950,"1.5Fin","TA",97499.99999999997
5,"Edwards",2.0,"Gtl",1486,0,"RL","WD",849.0,1999,"1Story","TA",166999.99999999988
7,"NWAmes",2.0,"Gtl",1935,0,"RL","WD",793.0,1976,"2Story","Gd",197900.00000000003
8,"NoRidge",3.0,"Gtl",2448,517,"RL","WD",88.0,2005,"2Story","Gd",401999.99999999994
6,"NAmes",2.0,"Gtl",1392,0,"RL","WD",1392.0,1968,"1Story","Fa",109999.99999999991
4,"Edwards",2.0,"Gtl",1181,0,"RL","WD",38.0,1972,"SFoyer","Gd",137500.0
8,"Somerst",3.0,"Gtl",2097,192,"RL","New",356.0,2006,"1Story","Ex",422999.9999999997
8,"Gilbert",2.0,"Gtl",1936,188,"RL","WD",1406.0,2000,"2Story","Gd",230500.00000000015
6,"NAmes",2.0,"Gtl",2380,0,"RL","WD",111.0,1979,"2Story","Gd",129000.00000000006
6,"SawyerW",2.0,"Gtl",1679,224,"RL","WD",270.0,1998,"1Story","Gd",193499.99999999997
5,"Sawyer",2.0,"Mod",1437,304,"RL","WD",200.0,1987,"1Story","TA",167999.99999999994
4,"Crawfor",1.0,"Gtl",1180,0,"RL","WD",700.0,1950,"1Story","Fa",137500.0
6,"CollgCr",2.0,"Gtl",1476,100,"RL","WD",545.0,2005,"2Story","Gd",173500.00000000012
6,"Edwards",1.0,"Gtl",1369,147,"RH","WD",121.0,1950,"2Story","TA",103600.00000000003
6,"Veenker",2.0,"Gtl",1208,198,"RL","WD",441.0,1977,"1Story","Gd",165000.00000000006
6,"Crawfor",2.0,"Gtl",1839,0,"RL","WD",291.0,2004,"1Story","TA",257500.0000000002
6,"NAmes",1.0,"Gtl",1136,426,"RL","WD",244.0,1965,"1Story","TA",139999.9999999999
6,"NPkVill",2.0,"Gtl",1441,28,"RL","WD",544.0,1978,"2Story","TA",148499.99999999997
4,"OldTown",3.0,"Gtl",1774,0,"RM","WD",1095.0,1950,"2Story","TA",86999.99999999997
5,"OldTown",1.0,"Gtl",792,316,"RL","WD",768.0,2006,"1Story","TA",109500.00000000007
8,"StoneBr",3.0,"Gtl",2046,322,"RL","New",2046.0,2008,"1Story","Ex",372499.99999999994
5,"Sawyer",2.0,"Gtl",988,0,"RL","WD",161.0,1961,"1Story","TA",128500.00000000012
6,"SawyerW",1.0,"Gtl",923,80,"RL","WD",261.0,1980,"1Story","Gd",142999.9999999999
5,"SWISU",1.0,"Gtl",1520,0,"RH","WD",611.0,2000,"1.5Fin","TA",159434.00000000015
6,"ClearCr",2.0,"Gtl",1291,307,"RL","WD",288.0,1997,"1Story","Gd",172999.99999999988
9,"CollgCr",3.0,"Gtl",1668,257,"RL","WD",567.0,2002,"1Story","Gd",285000.0
7,"NoRidge",2.0,"Gtl",1839,0,"RL","WD",1195.0,1998,"2Story","Gd",221000.00000000006
7,"StoneBr",2.0,"Gtl",2090,219,"RL","WD",180.0,1984,"2Story","Gd",207499.99999999985
7,"Somerst",2.0,"Gtl",1761,144,"FV","New",874.0,2007,"2Story","Gd",227874.99999999988
7,"Somerst",2.0,"Gtl",1102,0,"FV","WD",312.0,2004,"2Story","Gd",148799.9999999999
8,"StoneBr",2.0,"Gtl",1419,140,"RL","New",474.0,2007,"1Story","Gd",392000.0000000001
6,"NridgHt",2.0,"Gtl",1362,192,"RL","WD",1342.0,2006,"1Story","Gd",194699.99999999988
6,"CollgCr",2.0,"Gtl",848,149,"RM","WD",151.0,2004,"1Story","Gd",141000.0
7,"Timber",2.0,"Mod",2519,320,"RL","WD",245.0,1990,"2Story","Gd",334999.9999999999
5,"OldTown",1.0,"Sev",1073,0,"RL","WD",1073.0,1968,"1Story","TA",108479.99999999994
5,"BrkSide",2.0,"Gtl",1539,112,"RM","WD",927.0,1950,"1.5Fin","TA",141499.99999999997
6,"Timber",2.0,"Gtl",1137,125,"RL","WD",92.0,1987,"1Story","Gd",176000.00000000006
5,"BrkSide",1.0,"Gtl",616,0,"RM","WD",0.0,1950,"1Story","TA",88999.99999999996
5,"Edwards",1.0,"Gtl",1148,0,"RL","WD",219.0,1952,"1Story","Ex",123500.0000000001
5,"Sawyer",1.0,"Gtl",894,416,"RL","WD",224.0,2009,"1Story","TA",138500.0000000001
7,"Somerst",2.0,"Gtl",1391,156,"FV","WD",1375.0,2004,"1Story","Gd",196000.00000000006
8,"Timber",3.0,"Gtl",1800,270,"RL","WD",526.0,2002,"1Story","Ex",312500.00000000006
7,"NWAmes",2.0,"Gtl",1164,0,"RL","COD",1164.0,1969,"1Story","TA",139999.9999999999
8,"StoneBr",3.0,"Gtl",2576,324,"RL","New",1234.0,2006,"2Story","Ex",361918.9999999999
5,"OldTown",2.0,"Gtl",1812,344,"RM","WD",360.0,1996,"2Story","Gd",139999.9999999999
7,"CollgCr",2.0,"Gtl",1484,0,"RL","WD",761.0,2005,"1Story","Gd",213000.00000000003
4,"IDOTRR",0.0,"Gtl",1092,0,"RM","WD",0.0,1950,"2Story","_NA",54999.999999999956
7,"ClearCr",2.0,"Sev",1824,380,"RL","WD",424.0,2002,"1Story","Gd",302000.00000000023
8,"NridgHt",2.0,"Gtl",1324,192,"RL","WD",461.0,2006,"1Story","Gd",253999.99999999994
7,"Gilbert",2.0,"Gtl",1456,100,"RL","New",728.0,2007,"2Story","Gd",179540.00000000003
5,"Sawyer",1.0,"Gtl",904,0,"RL","WD",876.0,1966,"1Story","TA",109900.00000000003
3,"BrkSide",0.0,"Gtl",729,0,"RL","WD",270.0,2003,"1Story","TA",51999.99999999997
4,"IDOTRR",1.0,"Mod",1178,68,"C (all)","WD",859.0,1950,"1.5Fin","TA",102776.00000000009
8,"StoneBr",2.0,"Gtl",1228,168,"RL","WD",461.0,1989,"1Story","Gd",189000.0
4,"BrkSide",2.0,"Gtl",960,0,"RL","WD",171.0,1970,"1Story","TA",129000.00000000006
6,"Sawyer",2.0,"Gtl",1479,0,"RL","WD",192.0,2005,"2Story","TA",130500.00000000012
6,"NWAmes",2.0,"Gtl",1350,0,"RL","WD",1064.0,1974,"1Story","Gd",165000.00000000006
7,"OldTown",2.0,"Gtl",2554,0,"RM","WD",718.0,1998,"2Story","TA",159500.00000000006
5,"NWAmes",2.0,"Gtl",1178,224,"RL","WD",92.0,2000,"1Story","Gd",156999.9999999999
7,"NoRidge",3.0,"Gtl",2418,250,"RL","WD",138.0,1994,"2Story","Gd",341000.0000000003
5,"CollgCr",1.0,"Gtl",971,0,"RL","WD",448.0,1969,"1Story","Gd",128500.00000000012
8,"StoneBr",2.0,"Mod",1742,114,"RL","WD",594.0,1985,"1Story","Gd",275000.00000000006
6,"CollgCr",2.0,"Gtl",848,160,"RM","WD",186.0,2004,"1Story","Gd",142999.9999999999
4,"NAmes",2.0,"Gtl",864,0,"RL","WD",673.0,1970,"1Story","TA",124499.99999999993
4,"Edwards",1.0,"Gtl",1470,0,"RL","WD",941.0,1972,"1.5Fin","TA",135000.00000000012
9,"Edwards",3.0,"Gtl",1698,327,"RL","WD",464.0,2008,"1Story","Ex",319999.9999999998
4,"NAmes",2.0,"Gtl",864,96,"RL","WD",250.0,1970,"1Story","TA",120499.99999999994
6,"Crawfor",2.0,"Gtl",1680,292,"RL","WD",72.0,2007,"1Story","Gd",222000.00000000012
7,"CollgCr",2.0,"Gtl",1232,132,"RL","WD",508.0,2007,"1Story","Gd",194500.00000000003
5,"NAmes",3.0,"Gtl",1776,0,"RL","COD",1584.0,1958,"1Story","TA",109999.99999999991
4,"IDOTRR",2.0,"Gtl",1208,0,"RM","WD",628.0,1950,"1.5Fin","TA",102999.99999999999
8,"StoneBr",2.0,"Gtl",1616,237,"RL","WD",415.0,1996,"1Story","Gd",236499.99999999983
7,"Timber",2.0,"Gtl",1146,160,"RL","WD",82.0,2003,"SLvl","Ex",187500.00000000006
7,"CollgCr",2.0,"Gtl",2031,192,"RL","WD",901.0,1999,"2Story","Gd",222500.00000000012
5,"Sawyer",1.0,"Gtl",1144,165,"RL","WD",270.0,1983,"1Story","TA",131399.99999999988
5,"Sawyer",1.0,"Gtl",948,147,"RL","WD",948.0,1968,"1Story","TA",108000.0
7,"OldTown",2.0,"Gtl",1768,0,"RM","WD",490.0,1970,"2.5Unf","Gd",163000.00000000012
3,"NAmes",2.0,"Gtl",1040,0,"RL","WD",0.0,1950,"1Story","_NA",93500.00000000007
8,"Gilbert",3.0,"Gtl",1801,0,"RL","WD",893.0,2005,"2Story","Gd",239900.00000000017
5,"Edwards",0.0,"Gtl",1200,120,"RL","WD",0.0,1988,"1Story","Gd",178999.99999999994
7,"CollgCr",2.0,"Gtl",1728,187,"RL","WD",864.0,2004,"2Story","Gd",190000.00000000012
5,"OldTown",2.0,"Gtl",1432,270,"RM","WD",264.0,2002,"2Story","Fa",131999.99999999994
6,"Sawyer",1.0,"Gtl",912,168,"RL","WD",80.0,1996,"1Story","TA",142000.00000000012
7,"SawyerW",2.0,"Gtl",1349,120,"RL","WD",1349.0,2001,"1Story","Gd",178999.99999999994
5,"Sawyer",2.0,"Gtl",1464,302,"RL","WD",76.0,1999,"SLvl","Gd",175000.00000000003
8,"StoneBr",2.0,"Gtl",1337,96,"RL","WD",604.0,1993,"1Story","Gd",179999.99999999997
8,"NWAmes",2.0,"Gtl",2715,0,"RL","WD",487.0,1996,"2Story","TA",299799.9999999999
7,"Gilbert",2.0,"Gtl",2256,224,"RL","WD",652.0,2000,"2Story","Gd",235999.99999999983
7,"OldTown",4.0,"Gtl",2640,181,"RM","WD",1240.0,2003,"2Story","TA",265979.0
7,"NoRidge",2.0,"Gtl",1720,240,"RL","WD",801.0,1996,"1Story","Gd",260399.99999999983
4,"Edwards",1.0,"Gtl",1529,92,"RL","WD",0.0,1950,"1.5Fin","_NA",98000.00000000001
4,"OldTown",0.0,"Gtl",1140,0,"RM","WD",576.0,2004,"1.5Fin","TA",96499.99999999997
7,"Gilbert",2.0,"Gtl",1320,0,"RL","WD",660.0,2003,"2Story","Gd",161999.99999999988
6,"CollgCr",2.0,"Gtl",1494,168,"RL","WD",279.0,1997,"1Story","Gd",217000.00000000017
8,"NridgHt",3.0,"Gtl",2098,192,"RL","WD",1030.0,2005,"2Story","Gd",275500.0
6,"NAmes",2.0,"Gtl",1026,171,"RL","WD",115.0,2005,"1Story","TA",156000.00000000012
6,"Somerst",2.0,"Gtl",1471,0,"FV","WD",348.0,1999,"2Story","Gd",172500.0
8,"CollgCr",2.0,"Gtl",1768,144,"RL","WD",846.0,2007,"2Story","Gd",212000.00000000012
6,"Sawyer",2.0,"Gtl",1386,335,"RL","WD",234.0,1978,"2Story","TA",158900.0
7,"Somerst",2.0,"Gtl",1501,0,"FV","WD",195.0,1999,"2Story","Gd",179399.9999999999
8,"NoRidge",3.0,"Gtl",2531,222,"RL","WD",1198.0,1995,"2Story","Gd",289999.9999999999
6,"NAmes",1.0,"Gtl",864,0,"RL","WD",252.0,1959,"1Story","TA",127499.99999999991
5,"BrkSide",2.0,"Gtl",1301,0,"RM","WD",740.0,1950,"1Story","TA",100000.00000000001
7,"Somerst",2.0,"Gtl",1547,169,"FV","Con",732.0,2009,"2Story","Gd",215199.99999999994
8,"NoRidge",3.0,"Gtl",2365,0,"RL","WD",89.0,1999,"2Story","Gd",336999.9999999999
8,"Veenker",2.0,"Gtl",1494,0,"RL","WD",0.0,1996,"1Story","Gd",269999.99999999977
9,"Somerst",2.0,"Gtl",1506,0,"RL","New",1498.0,2008,"1Story","Gd",264131.99999999994
7,"NWAmes",2.0,"Gtl",1714,228,"RL","WD",586.0,1988,"2Story","Gd",196500.00000000012
6,"Mitchel",1.0,"Gtl",1750,245,"RL","WD",323.0,1985,"1.5Fin","Gd",159999.9999999999
